년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2020,마포구,37, 30 , 5 , 14 , 6 , 13 , 10 , 7 , - , 1 , 1 , - , - , - , 1 , - 
2020,마포구,38, 33 , 1 , 16 , 2 , 17 , 12 , 5 , - , 2 , - , - , 1 , - , 1 , 1 
2020,마포구,39, 20 , 4 , 21 , 6 , 9 , 8 , 4 , 1 , - , 1 , - , - , - , 1 , - 
2020,마포구,40, 28 , 5 , 11 , 4 , 21 , 3 , 6 , - , 2 , - , 2 , 1 , 1 , - , - 
2020,마포구,41, 31 , 8 , 19 , 3 , 13 , 6 , 5 , - , - , - , - , - , 3 , - , - 
2020,마포구,42, 53 , 3 , 15 , 11 , 7 , 5 , 5 , - , - , 1 , - , - , 1 , 3 , - 
2020,마포구,43, 52 , 5 , 5 , 7 , 18 , 8 , 3 , 1 , 1 , - , - , 1 , - , - , - 
2020,마포구,44, 41 , 12 , 16 , 12 , 14 , 14 , 6 , - , 2 , - , - , 2 , - , - , - 
2020,마포구,45, 52 , 15 , 15 , 11 , 9 , 12 , 6 , 1 , 2 , - , - , - , 2 , - , - 
2020,마포구,46, 60 , 4 , 16 , 10 , 14 , 8 , 8 , 1 , 1 , - , - , 1 , - , - , - 
2020,마포구,47, 64 , 10 , 18 , 12 , 18 , 20 , 13 , 1 , 4 , - , - , - , 1 , 1 , - 
2020,마포구,48, 70 , 8 , 15 , 14 , 13 , 12 , 17 , - , - , - , - , - , 1 , - , - 
2020,마포구,49, 72 , 5 , 20 , 19 , 11 , 19 , 12 , 1 , - , - , - , 1 , 1 , - , - 
2020,마포구,50, 84 , 6 , 28 , 10 , 15 , 20 , 16 , - , 4 , 1 , - , 1 , - , - , - 
2020,마포구,51, 88 , 5 , 19 , 15 , 11 , 23 , 12 , - , 1 , 2 , - , - , 1 , - , - 
2020,마포구,52, 79 , 11 , 24 , 13 , 4 , 22 , 9 , - , 1 , - , 1 , 5 , 2 , - , - 
2020,마포구,53, 99 , 15 , 19 , 9 , 7 , 18 , 13 , - , 1 , - , - , 1 , - , - , 1 
2020,마포구,54, 92 , 15 , 17 , 10 , 7 , 15 , 11 , - , 2 , 2 , - , 1 , - , - , - 
2020,마포구,55, 92 , 17 , 21 , 16 , 7 , 21 , 21 , - , 4 , - , - , 2 , - , - , - 
2020,마포구,56, 93 , 18 , 11 , 20 , 9 , 20 , 16 , - , 2 , - , 1 , - , - , - , 2 
2020,마포구,57, 104 , 18 , 31 , 19 , 4 , 15 , 10 , - , - , - , 1 , 2 , 1 , - , - 
2020,마포구,58, 99 , 14 , 19 , 17 , 9 , 18 , 18 , - , 1 , - , 1 , 3 , 2 , 2 , - 
2020,마포구,59, 151 , 21 , 37 , 29 , 8 , 9 , 16 , - , 1 , - , - , 3 , 2 , - , - 
2020,마포구,60, 141 , 22 , 32 , 23 , 3 , 23 , 21 , - , 5 , 2 , 2 , 3 , 1 , - , - 
2020,마포구,61, 143 , 36 , 31 , 29 , 5 , 9 , 14 , - , 2 , 3 , 2 , 3 , 3 , - , - 
2020,마포구,62, 116 , 26 , 34 , 20 , 9 , 14 , 10 , - , 2 , 3 , 1 , 4 , 1 , - , 1 
2020,마포구,63, 146 , 35 , 28 , 21 , 10 , 13 , 12 , - , 7 , 3 , - , 3 , - , - , 1 
2020,마포구,64, 159 , 20 , 35 , 30 , 4 , 9 , 17 , - , 1 , 2 , 1 , 6 , - , 1 , - 
2020,마포구,65, 164 , 32 , 36 , 29 , 4 , 10 , 18 , - , 1 , 2 , 2 , 7 , 1 , - , - 
2020,마포구,66, 119 , 20 , 28 , 23 , 5 , 12 , 18 , - , 4 , 3 , 3 , 3 , 1 , 1 , - 
2020,마포구,67, 130 , 22 , 16 , 40 , 3 , 10 , 12 , - , 1 , 4 , 1 , 3 , - , 2 , 1 
2020,마포구,68, 147 , 44 , 37 , 41 , 3 , 11 , 9 , - , 4 , 3 , 1 , 4 , - , - , - 
2020,마포구,69, 104 , 29 , 24 , 31 , 4 , 6 , 6 , - , 1 , 2 , 3 , - , 1 , 1 , - 
2020,마포구,70, 124 , 38 , 42 , 47 , 2 , 8 , 16 , - , 2 , 3 , 3 , 1 , 1 , - , - 
2020,마포구,71, 149 , 52 , 37 , 27 , - , 4 , 16 , - , 4 , 3 , 2 , 3 , 1 , 1 , - 
2020,마포구,72, 157 , 39 , 37 , 41 , 1 , 6 , 9 , - , 3 , 4 , 2 , 3 , - , 1 , - 
2020,마포구,73, 171 , 45 , 37 , 37 , 2 , 6 , 18 , - , 1 , 5 , 3 , 1 , - , - , - 
2020,마포구,74, 117 , 56 , 29 , 43 , - , 2 , 13 , - , 2 , 8 , 2 , 4 , - , - , - 
2020,마포구,75, 129 , 47 , 24 , 32 , 1 , 1 , 10 , - , 2 , 4 , 4 , 1 , - , 1 , - 
2020,마포구,76, 154 , 56 , 55 , 37 , - , 2 , 14 , - , - , 8 , 3 , - , - , - , - 
2020,마포구,77, 144 , 62 , 40 , 35 , - , 2 , 8 , - , 1 , 6 , 2 , 1 , - , - , 1 
2020,마포구,78, 168 , 94 , 55 , 58 , - , 3 , 15 , - , 3 , 3 , 2 , 1 , 1 , - , - 
2020,마포구,79, 161 , 83 , 37 , 37 , - , 1 , 19 , - , 3 , 5 , - , - , - , - , - 
2020,마포구,80, 130 , 59 , 30 , 38 , 2 , 3 , 15 , - , 1 , 3 , 2 , - , - , 1 , - 
2020,마포구,81, 121 , 74 , 31 , 29 , - , - , 2 , - , 1 , 5 , - , - , - , - , - 
2020,마포구,82, 105 , 56 , 26 , 31 , 1 , 2 , 12 , - , 2 , 5 , 1 , - , - , - , - 
2020,마포구,83, 125 , 70 , 30 , 30 , 1 , 1 , 12 , - , - , 5 , - , - , - , - , - 
2020,마포구,84, 93 , 51 , 28 , 22 , - , - , 8 , - , 3 , 4 , - , - , - , 2 , - 
2020,마포구,85, 84 , 77 , 23 , 23 , - , - , 5 , - , 3 , 2 , 1 , - , - , 1 , - 
2020,마포구,86, 65 , 47 , 18 , 17 , - , - , 6 , - , 1 , 3 , - , - , - , - , - 
2020,마포구,87, 43 , 53 , 13 , 15 , - , - , 3 , - , - , 2 , 1 , - , - , - , - 
2020,마포구,88, 41 , 48 , 12 , 12 , 1 , - , 6 , - , - , - , - , - , - , - , - 
2020,마포구,89, 30 , 52 , 11 , 8 , 1 , - , 2 , - , - , 2 , - , - , - , 1 , - 
2020,마포구,90, 21 , 28 , 4 , 10 , - , - , 2 , - , 1 , 2 , - , - , - , - , - 
2020,마포구,91, 18 , 30 , 2 , 2 , - , - , 1 , - , - , 1 , - , - , - , - , - 
2020,마포구,92, 11 , 24 , 7 , 6 , - , - , 1 , - , 1 , - , - , - , - , - , - 
2020,마포구,93, 10 , 13 , 3 , 5 , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,94, 10 , 16 , 3 , 4 , - , - , 2 , - , - , - , - , - , - , - , - 
2020,마포구,95, 5 , 9 , 2 , 2 , - , - , - , - , - , 1 , - , - , - , - , - 
2020,마포구,96, - , 3 , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,97, - , 8 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,98, 3 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,99, - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,100, - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,101, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,103, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
2020,마포구,108, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
